node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:a32ea26be11df559,OutcomeMetric,Zero Waste Goal,zero waste goal,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c186::231c91311faea502,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,77.0,"maximise the reuse and recycling of materials at their highest economic value, with the ultimate goal of heading towards a zero waste goal",1,Zero Waste Goal
ent:fa1ca120816a0e69,Practice,3D printing of building modules,3d printing of building modules,True,88.Building_a_more_circular_Australia::c37::558bfb1526694d38,88.Building a more circular Australia.pdf,,3D printing of building modules,1,3D printing of building modules
ent:55eac47b9182d0a2,Practice,Adaptable layouts enabling repurposing,adaptable layouts enabling repurposing,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c63::0a3fe90723889627,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Modular, prefabricated construction systems; reversible connections; adaptable layouts enabling repurposing",1,Adaptable layouts enabling repurposing
ent:6fed3caaeebbc977,Practice,Adaptation,adaptation,True,47.gbca-a-practical-guide-to-circular-procurement::c90::5c0b646f45dcf3b2,47.gbca-a-practical-guide-to-circular-procurement.pdf,33.0,"Ensure disassembly considers planned next strategy ie reuse, adaptation, recycling",3,Adaptation
ent:0efa1f91030e51a0,Practice,Adaptive Reuse,adaptive reuse,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,without jeopardizing the facade - something relevant to many adaptive reuse projects in NSW/QLD,13,Adaptive Reuse
ent:94be4e277b4d96f9,Practice,Adaptive Reuse and Refurbishment,adaptive reuse and refurbishment,True,55.australias-circular-economy-framework-2024::c55::ecef37652be5c3ad,55.australias-circular-economy-framework-2024.pdf,,"Adaptive reuse and refurbishment can be supported by financial incentives including environmental, social, and governance (ESG) frameworks",2,Adaptive Reuse and Refurbishment
ent:88e11192f25e04ae,Practice,Advanced Assembly,advanced assembly,True,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,"Adopt construction methods that reduce material waste, such as prefabrication, advanced assembly, and optimised cutting",1,Advanced Assembly
ent:b3bcfc5f20599832,Practice,AI in Demolition,ai in demolition,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al,2,AI in Demolition
ent:02b5a57d02d30d7f,Practice,Appropriate Methodologies Before Demolition,appropriate methodologies before demolition,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c56::2d60a6e977806fcc,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,34.0,Developing appropriate methodologies before demolition including analysis of each,1,Appropriate Methodologies Before Demolition
ent:ce4b933a6f2f0088,Practice,As-Built Drawings,as-built drawings,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c205::8b2fc0ef9f6a6191,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Provide good set of as built drawings /model/ digital twin (contractors) to enable easy understanding,3,As-Built Drawings
ent:3ee75c482ace4009,Practice,Asset Management Procedure,asset management procedure,True,73.Building_better_a_circular_future_for_the_built_environment::c2::0b682fff8084791f,73.Building better a circular future for the built environment.pdf,,a proper asset management procedure must be put in place to ensure materials and products within the building are regularly maintained,1,Asset Management Procedure
ent:7c5c66c9f23e0041,Practice,Automated Sorting Systems,automated sorting systems,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c22::b555352e2b828dd2,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Advanced recycling technologies, such as automated sorting systems",1,Automated Sorting Systems
ent:dc51770d430b1ae1,Practice,Avoid Building New – Retrofit and Reuse,avoid building new  retrofit and reuse,True,48.What-Works-3-For-circular-design-in-the-built-environment::c29::fc37f4fe8220b28e,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,Avoid building new – retrofit and reuse | Keep products and materials in use,2,Avoid Building New – Retrofit and Reuse
ent:2dafffbb9dba9256,Practice,Avoidance,avoidance,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c49::a0147287051385ef,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"To advance further, the focus must shift to waste avoidance and higher-order reuse",4,Avoidance
ent:abe58de55ce1e870,Practice,Avoidance and Reduce,avoidance and reduce,True,63.Building_A_Circular_Economy::c2::f6ed0408fe3d50da,63.Building A Circular Economy.pdf,2.0,Most Preferable — Avoidance and Reduce Ziiiy Reprocessing Recycling Wy Energy recovery V Disposal Least Preferable,1,Avoidance and Reduce
ent:3a74888817018de9,Practice,Backcasting,backcasting,True,47.gbca-a-practical-guide-to-circular-procurement::c128::6f933bc6f9511d7c,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Backcasting supports EOU scenarios by establishing a vision for the building's lifecycle and desired circular outcomes,1,Backcasting
ent:154b7a451d77c394,Practice,Backfill and Landfill Diversion,backfill and landfill diversion,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c195::76c343f24e6c6410,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Introduce a backfill/landfill levy for construc/on and demoli/on materials at a rate similar to the UK of £3.25/tonne to encourage backfill/landfill diversion,2,Backfill and Landfill Diversion
ent:789b3817d2689820,Practice,Backfilling,backfilling,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c200::24b8c1cb868c3b16,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,A review of the over national over reliance on backfill and export as waste solutions should be undertaken,3,Backfilling
ent:738b4d1e332b0720,Practice,Bespoke Impact Studies,bespoke impact studies,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c51::1d64515fb900b6ec,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,19.0,"This can be done through, for example, life cycle analyses or bespoke impact studies",1,Bespoke Impact Studies
ent:4f44b782ef2750f9,Practice,Best Practices Database,best practices database,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c50::3f4d7cf3abcbefed,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,development of a database that comprises an interconnected and continuously supplemented set of best practices,1,Best Practices Database
ent:3e4f051cf1da8e84,Practice,BIM Methodology & Governance,bim methodology  governance,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c186::231c91311faea502,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,77.0,"BIM Methodology & Governance to be considered for all new projects, renovations and additions",1,BIM Methodology & Governance
ent:dc6f57c91e510b69,Practice,BIM Simulation for Material Reuse Analysis,bim simulation for material reuse analysis,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c58::b05277d9cfcded7f,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Use of a simulation in a BIM model to analyse the reuse potential of the materials of different types of designs early in the project,4,BIM Simulation for Material Reuse Analysis
ent:27da434405b6d0ab,Practice,Bio-bricks: Circular economy and new products,bio-bricks circular economy and new products,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c121::0420140167796072,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,55.0,Bio-bricks: Circular economy and new products. In International Conference on Research into Design,1,Bio-bricks: Circular economy and new products
ent:7a2db160c45f2cee,Practice,Blower Door Testing,blower door testing,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c132::fd448316db3988fe,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,test for energy efficiency by blower door testing the houses upon completion,2,Blower Door Testing
ent:62a7c6fb0c04370a,Practice,Bolted Connection Systems,bolted connection systems,True,63.Building_A_Circular_Economy::c1::c073efc5dc3c6799,63.Building A Circular Economy.pdf,,"Can we look at new types of structures that can be disassembled easily for use in other buildings at the end of the building's life, for example by incorporating bolted connection systems?",1,Bolted Connection Systems
ent:dcdf6f7e34d57789,Practice,Brick Recycling,brick recycling,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"Brick recycling is labour intensive, as bricks require cleaning prior to reuse, and transport is expensive",2,Brick Recycling
ent:f3dc2f585bfabd7a,Practice,Brick Reuse,brick reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c34::b39899bbdf027669,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,There is a mature industry for reclamation of used bricks. While reuse is technically feasible,1,Brick Reuse
ent:240c72b0ecbd73cc,Practice,builder reporting,builder reporting,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c239::140a94f5da55ab09,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,80.0,"The Australian Housing Data Portal established by the CSIRO has made considerable progress in the development of a data system, but better builder reporting is required.",2,builder reporting
ent:0a65b40bd2b51cbf,Practice,Building circular in Brussels,building circular in brussels,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c113::713fdf96f077f9e4,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Building circular in Brussels: An overview through 14 inspiring projects,1,Building circular in Brussels
ent:eb7823f69ba794b4,Practice,Building Component Reuse,building component reuse,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,Some individual experimentation is also occurring in building component reuse.,4,Building Component Reuse
ent:a9d8695d95a9ae5c,Practice,Building Deconstruction,building deconstruction,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c87::1e9c5ca494672fff,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,robots with real-time scanning feedback) can enable feats of demolition/deconstruction that protect surrounding structures,22,Building Deconstruction; Deconstruction
ent:3d4bf096fda0ddd2,Practice,Building Design,building design,True,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"Request detailed information from designers and/or asset managers on products, materials, and building design.",1,Building Design
ent:220e4eb1151baec7,Practice,Building Designed for Disassembly,building designed for disassembly,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c259::9d4b12e1927577ff,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"Life cycle assessment of a Danish office building designed for disassembly, Building Research & Information",2,Building Designed for Disassembly
ent:e5c74656c2ff4fbf,Practice,Building Disassembly,building disassembly,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c29::97ca9f6646658b40,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,Circularitypractices deconstruction/disassembly 12 andadaptabilityandtheopportunities (DfD) forreusingtheentirebuildingby relocatingandadaptivereuse,5,Building Disassembly
ent:d0d6da4fdd43dc07,Practice,Building for Circularity,building for circularity,True,68.ACT-Circular-Economy-Strategy-access::c54::76a9a489cdafe71f,68.ACT-Circular-Economy-Strategy-access.pdf,17.0,Building for circularity Design with materials' entire life span in mind to enable materials to re-enter the economy,1,Building for Circularity
ent:3c70f44e94eb462b,Practice,Building Information Modelling (BIM),building information modelling (bim),True,47.gbca-a-practical-guide-to-circular-procurement::c67::e2ebc18693a4d885,47.gbca-a-practical-guide-to-circular-procurement.pdf,25.0,Integrate Building Information Modelling (BIM) or similar to document the building's disassembly strategy,1,Building Information Modelling (BIM)
ent:d88587b6f9de02d1,Practice,Building Less,building less,True,52.Circular-Economy-Markets-Australia-_ARUP::c165::73ced695446c2f6e,52.Circular-Economy-Markets-Australia- ARUP.pdf,34.0,"Circular design strategies that focus on building less, using concrete efficiently and retaining existing structures",1,Building Less
ent:e1720d6dd39139ac,Practice,Building Management Systems,building management systems,True,88.Building_a_more_circular_Australia::c37::558bfb1526694d38,88.Building a more circular Australia.pdf,,"Building and infrastructure for effective energy, nutrient and material cycle (e.g. district cooling, insulation, solar water heating systems, building management systems)",1,Building Management Systems
ent:7b10bb1b6dafbd9a,Practice,Building Material Inventory,building material inventory,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",2,Building Material Inventory
ent:98cb1f101b9a1347,Practice,Building Services Equipment Reuse,building services equipment reuse,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c22::740e166950993902,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Building services reuse has typically been allocated to the 'too difficult' box given the often-short lifetimes of equipment,1,Building Services Equipment Reuse
ent:6ef6fc7201c7a1fa,Practice,Building stock efficiency,building stock efficiency,False,44.The_Transition_to_a_Circular_Built_Environment_in_::c33::d621d3b82c7199a3,44.The_Transition_to_a_Circular_Built_Environment_in_.pdf,,"keeping products in use, which can be translated to the built environment sector as using existing building stocks more efficiently",1,Building Stock Efficiency
ent:d72f4370c118750d,Practice,Building Stock Retrofitting,building stock retrofitting,False,85.The_Transition_to_a_Circular_Built_Environment_in_Australia_An_Analysis_of_the_Jurisdictional_Policy_Framework::c33::38c9bfc0074b9965,85.The Transition to a Circular Built Environment in Australia An Analysis of the Jurisdictional Policy Framework.pdf,,"incentives to encourage the alteration, retrofitting and rebuilding of current building stock is needed",1,Building Stock Retrofitting
ent:e239061ae5300383,Practice,Buildings as Material Banks (BAMB),buildings as material banks (bamb),True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,new buildings are conceived as material banks for the future,4,Buildings as Material Banks (BAMB)
ent:3ea7692569bf1faa,Practice,Buy-Back Schemes,buy-back schemes,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,Retailers and major brands identified 'buy–back' and 'take-back' as having high potential,1,Buy-Back Schemes
ent:4ff1173d7fe36467,Practice,By-product opportunities for construction and demolition residual resources,by-product opportunities for construction and demolition residual resources,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c41::071ef31f01ad8b91,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,By-product opportunities for construction and demolition residual resources,1,By-product opportunities for construction and demolition residual resources
ent:46a253ac0d48eabd,Practice,Car Parking Provision,car parking provision,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c179::239773f8c9d0265b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,74.0,"greatly reduced car parking provision, preference for nature based solutions over infiltration tanks",2,Car Parking Provision
ent:4e54b39d28fd91c4,Practice,Cascade,cascade,True,52.Circular-Economy-Markets-Australia-_ARUP::c26::5336159d45050b15,52.Circular-Economy-Markets-Australia- ARUP.pdf,,Sharing materials from one proc Cascade achieve resource use efficiency e renewable resources without con,4,Cascade
ent:69f8e0152a7c5db5,Practice,CE thinking,ce thinking,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c79::a1d1f7091ec69ccb,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"This identified and categorised examples of CE thinking, including reuse, repurpose, rethink, reduce and recycle.",3,CE thinking
ent:0a91cfde6c97cbd8,Practice,Certification Services for Reused Components,certification services for reused components,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"New industry: Circular design consultants, deconstruction contractors, and reuse certification",1,Certification Services for Reused Components
ent:2777b4d00ddcccdf,Practice,Circular Business Models,circular business models,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c24::c03c572e0aa56e2c,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Pilot projects, living labs, and new circular business models.",7,Circular Business Models
ent:e99bbbd63443d7fc,Practice,Circular Construction,circular construction,False,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c29::697f935e1704356e,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,the Construc/on Products Regula/on support and require increased applica/on of circular construc/on,2,Circular Construction
ent:58ecc79812b5ebaf,Practice,Circular Design,circular design,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c26::7eeb59ad128068bd,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"New industry: Circular design consultants, deconstruction contractors, and reuse certification",14,Circular Design
ent:8532a6972ca6014d,Practice,Circular Design and Construction,circular design and construction,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c51::2dfcfcc50bbe066e,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,21.0,"Circular design and construction, ideally requires material and component production to be adjacent to construction locations",3,Circular Design and Construction
ent:507368ca0a1e9555,Practice,Circular Economy Building Materials,circular economy building materials,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,What market incentives are required to encourage circular economy building materials?,4,Circular Economy Building Materials
ent:7620edae7028b6fb,Practice,Circular Economy Culture,circular economy culture,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c186::231c91311faea502,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,77.0,The implementation of a circular economy culture by utilising selective disassembly techniques and strategies to maximise the reuse and recycling,1,Circular Economy Culture
ent:32b43dd149775cb2,Practice,Circular Economy Housing Construction,circular economy housing construction,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c344::8ee0a51279786f96,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"What institutional models/organisations and structures are required to support knowledge, leadership, responsibility and stewardship in circular economy housing construction?",4,Circular Economy Housing Construction
ent:753be3be11412c8a,Practice,Circular Economy in Demolition,circular economy in demolition,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,Circu/ar Economy through Al (Sloopwijzer Project),1,Circular Economy in Demolition
ent:0193291704d4e114,Practice,Circular Economy Materials Supply,circular economy materials supply,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c82::b180e94b2c57bb4f,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"focussed on priorities for CE materials supply, use, and end-of-use chains",2,Circular Economy Materials Supply
ent:edf420962962808d,Practice,Circular Economy Practices,circular economy practices,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c40::7c0716ae779c5d17,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,circular economy practices. Blomsma et al. [6] also explored circular strategies but primarily focused on recycling without fully integrating other key principles,16,Circular Economy Practices
ent:7929a1ac0e98d9d0,Practice,Circular Economy Practices in Construction Waste Management,circular economy practices in construction waste management,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c37::32452e7cc8462f20,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,advocate for integrating circular economy practices to enhance resource efficiency and minimize waste generation,4,Circular Economy Practices in Construction Waste Management
ent:3ea8b5dc3b676baa,Practice,Circular Economy Principles Training,circular economy principles training,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c132::fd448316db3988fe,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,Changing work practices through training for energy efficiency and CE,4,Circular Economy Principles Training
ent:2bb62a841c7ec07d,Practice,Circular Economy Series,circular economy series,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,CIOB partnered with the Construction IT Alliance (CITA) to run a circular economy series throughout 2021,1,Circular Economy Series
ent:fc4b77f3a0abdaaa,Practice,Circular Economy Transition,circular economy transition,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c2::f2ed9c845d00b68d,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,creates a challenge in the transition as the practices are not fully developed or understood under one paradigm,1,Circular Economy Transition
ent:c4f21ac3e5dbce81,Practice,Circular Engineering,circular engineering,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c40::bec6e1208f033891,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,placing circular engineering at the centre of solving Australia's most pressing infrastructure and social needs,2,Circular Engineering
ent:bfc75cb5740b24df,Practice,Circular Initiatives,circular initiatives,True,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,"Embrace circular initiatives such as hubs for upcycling, reuse, repairing and sharing.",1,Circular Initiatives
ent:44cba6563a1eddbd,Practice,circular modular housing system,circular modular housing system,True,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,a project on circular modular housing system,1,circular modular housing system
ent:c7a68535667d7797,Practice,Circular Practices,circular practices,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"To accelerate sector-wide adoption of circular practices, targeted Circular Design Playbooks should be developed for priority asset classes",7,Circular Practices
ent:a4afa4f9b44e355a,Practice,circular precincts,circular precincts,True,72.Circular-Precincts-Australia-1::c74::5c64cd5c945dbad5,72.Circular-Precincts-Australia-1.pdf,,Commit to the establishment of circular precincts in Local Government Areas (LGAs),2,circular precincts
ent:bd95490de1a92444,Practice,Circular Replace,circular replace,True,88.Building_a_more_circular_Australia::c86::32749dd1d54629ef,88.Building a more circular Australia.pdf,32.0,"Circular Replace construction materials with renewable, bio-based, or recycled materials",1,Circular Replace
ent:7e37ced25da1f3aa,Practice,Circular Strategies,circular strategies,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c43::349fbbcb72e010ee,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,Circular strategies can reduce dependence on imports and enhance resilience,7,Circular Strategies
ent:28349c67350cd6f9,Practice,Circularity Assessment Tools,circularity assessment tools,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c58::b05277d9cfcded7f,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,Use of a circularity tool to evaluate existing buildings and give the best possible solutions to refurbishment,1,Circularity Assessment Tools
ent:0960bbe00a0199e0,Practice,Circularity Audit,circularity audit,True,47.gbca-a-practical-guide-to-circular-procurement::c63::e59e5acdc9033343,47.gbca-a-practical-guide-to-circular-procurement.pdf,24.0,Conduct circularity audit,2,Circularity Audit
ent:545de3662a7e88db,Practice,Cleaner Production,cleaner production,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"Gomes da Silva, F.J.; Gouveia, R.M. Cleaner Production: Toward a Better Future; Springer International Publishing AG",2,Cleaner Production
ent:4d432c36616fe4f5,Practice,"Cleaning, Sorting, and Testing",cleaning sorting and testing,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Cleaning, sorting, and testing add further expenses.",1,"Cleaning, Sorting, and Testing"
ent:c1ccf2f904e0c465,Practice,Climate resilience,climate resilience,True,47.gbca-a-practical-guide-to-circular-procurement::c68::ce5612aee6d8a734,47.gbca-a-practical-guide-to-circular-procurement.pdf,,Ensure climate resilience by aligning the design with the project's climate resilience plan.,1,Climate resilience
ent:a5579d68f36aad4d,Practice,Closed-Loop Recycling,closed-loop recycling,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c23::778a6627f0d8590c,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,9.0,"designing for deconstruction, reusing materials, and implementing closed-loop recycling have been explored to minimize waste and maximize resource use",4,Closed-Loop Recycling
ent:08864fba35a55958,Practice,Closed-Loop System,closed-loop system,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c24::a417c29937801981,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",13.0,increase close-loop production and manufacturing,1,Closed-Loop System
ent:d803bb4b2f1ca831,Practice,Cloud-BIM enabled cyber-physical data and service platforms,cloud-bim enabled cyber-physical data and service platforms,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c121::0420140167796072,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,55.0,Cloud-BIM enabled cyber-physical data and service platforms for building component reuse. Sustainability,1,Cloud-BIM enabled cyber-physical data and service platforms
ent:36024c57617905d0,Practice,Collaboration Across the Value Chain,collaboration across the value chain,True,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c9::1e319fb82ef42e8f,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"relies heavily on successful implementation, ongoing monitoring, and strong collaboration among stakeholders",6,Collaboration Across the Value Chain
ent:87149f499bf5c1c9,Practice,Collection,collection,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c237::70bd8868cf59a59e,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,"poor waste-stream data collection, and designs that do not support material end-of-life recovery",7,Collection
ent:2042a12fce5e30e3,Practice,Commercial and Industrial Repair and Refurbishment,commercial and industrial repair and refurbishment,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Commercial and industrial repair and refurbishment continues, as does a local government focus on community repair.",1,Commercial and Industrial Repair and Refurbishment
ent:46a41e458e0abd29,Practice,Community repair,community repair,True,1.national-waste-and-resource-recovery-report-2024::c106::d40fae0ff55786fe,1.national-waste-and-resource-recovery-report-2024.pdf,,"Commercial and industrial repair and refurbishment continues, as does a local government focus on community repair.",1,Community repair
ent:f68a483c469cfc73,Practice,Component Design,component design,True,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c99::01db80ad19025a80,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,47.0,the component design and use of different construction methods to influence the recovery of materials,1,Component Design
