edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char,country
rel:c1bdb7d838b375d4,ent:8317f312aba3b45c,APPLIES_TO,ent:6cb30efbd41112c6,47.gbca-a-practical-guide-to-circular-procurement::c138::651ce0a55d7fba79,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Create a digital inventory of the building's materials. Information may form digital material passports, or a database including materials, composition, origin.",,,AU
rel:9bd32f013c43664b,ent:37419d87b0133094,REQUIRES,ent:daeeeb85aa94033c,47.gbca-a-practical-guide-to-circular-procurement::c84::7136d342bd02f36b,47.gbca-a-practical-guide-to-circular-procurement.pdf,31.0,keep,1.0,"Collaborate with stakeholders to reduce material use and specify lighter, space-efficient materials.",45.0,145.0,AU
rel:ad8bac9178c27d7c,ent:29dc36f4dc0f8237,AFFECTS,ent:8dd015d0a020fdf6,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,the Circular Value Index (CVI) offers insights into the financial viability of circular strategies,,,AU
rel:f44cd3a127b7065f,ent:29dc36f4dc0f8237,AFFECTS,ent:7e37ced25da1f3aa,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,the Circular Value Index (CVI) offers insights into the financial viability of circular strategies,,,AU
rel:d4758ca0ada8fcc5,ent:8dd015d0a020fdf6,BARRIERS,ent:7e37ced25da1f3aa,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,the Circular Value Index (CVI) offers insights into the financial viability of circular strategies,,,AU
rel:1d696da7c4eb1a53,ent:06a614ae58d655bc,ENABLES,ent:7e37ced25da1f3aa,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:6469d399704c0bb2,ent:e87dd7d0311dfa6a,ENABLES,ent:7e37ced25da1f3aa,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:d290e033762e92a8,ent:170b92ef5aed74e5,ENABLES,ent:7e37ced25da1f3aa,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:0918b6f2edc079b6,ent:e07799a92135e1dd,APPLIES_TO,ent:973a9208fc240b54,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,A practical guide to circular procurement in buildings: For new buildings and major refurbishments,385.0,483.0,AU
rel:5af9802016a7d1fe,ent:e07799a92135e1dd,APPLIES_TO,ent:fafde8c0b5585b47,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,A practical guide to circular procurement in buildings: For new buildings and major refurbishments,385.0,483.0,AU
rel:7477489dc09a5055,ent:e07799a92135e1dd,INVOLVES,ent:29dc36f4dc0f8237,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,the Circular Value Index (CVI) offers insights into the financial viability of circular strategies,,,AU
rel:82faa9f780db7970,ent:e07799a92135e1dd,INVOLVES,ent:06a614ae58d655bc,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:6f2c0427855fed26,ent:e07799a92135e1dd,INVOLVES,ent:e87dd7d0311dfa6a,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:4baca0e6c99a225e,ent:e07799a92135e1dd,INVOLVES,ent:170b92ef5aed74e5,47.gbca-a-practical-guide-to-circular-procurement::c136::46ed925c06c5a3be,47.gbca-a-practical-guide-to-circular-procurement.pdf,,maybe,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded",,,AU
rel:faf2d17cddfc5318,ent:edf95d99ed763830,APPLIES_TO,ent:07a339b46c488e9b,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Proportion of building elements (e.g., façade panels, structural steel) that are refurbished or repurposed from another site.",45.0,170.0,AU
rel:c3c460bb41971880,ent:edf95d99ed763830,APPLIES_TO,ent:6d18593e8e0ce891,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"building elements (e.g., façade panels, structural steel) that are refurbished or repurposed from another site.",59.0,170.0,AU
rel:d5b2c78c72a5f5f5,ent:cf193fdc42636da1,INVOLVES,ent:38be1b17f111e11c,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Proportion of building components catalogued in a digital passport (tracking composition, origin, and potential for reuse).",342.0,465.0,AU
rel:e162df5565291555,ent:cf193fdc42636da1,APPLIES_TO,ent:6cb30efbd41112c6,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Proportion of building components catalogued in a digital passport (tracking composition, origin, and potential for reuse).",342.0,465.0,AU
rel:d4529e22f7c8d6c0,ent:38be1b17f111e11c,ENABLES,ent:cf193fdc42636da1,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Proportion of building components catalogued in a digital passport (tracking composition, origin, and potential for reuse).",342.0,465.0,AU
rel:aaf93c0e5ca7324c,ent:8b2b08eb995c3f02,REFERENCES,ent:8efafcbdb3ce8f3e,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"An expanded whole-life costing approach factoring in salvage income, extended warranties, and material reuse revenues.",668.0,786.0,AU
rel:c8a2c25cf7ad79fe,ent:a54fd2c0acd10557,AFFECTS,ent:8b2b08eb995c3f02,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,"Estimate of recoverable material value at the end of the building's life, factoring in dismantling costs and market demand.",,,AU
rel:e17f58abd1953a1b,ent:64a1ce4a43cc93d4,INVOLVES,ent:c20d04d661da8ab9,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,Amount of land degraded due to resource extraction or production,1186.0,1250.0,AU
rel:d7e20c1efe4d50d5,ent:a10d33c0135ee686,ENABLES,ent:a54fd2c0acd10557,47.gbca-a-practical-guide-to-circular-procurement::c118::45ff38cfad3dd5b8,47.gbca-a-practical-guide-to-circular-procurement.pdf,,keep,1.0,Proportion of the building that can be disassembled at end of life as a proportion of total value,866.0,963.0,AU
rel:7bd5fa1282a01741,ent:0ece5959bb5ac790,INVOLVES,ent:bfc75cb5740b24df,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Asset Owner/Occupiers, users and managers – Embrace circular initiatives such as hubs for upcycling, reuse, repairing and sharing.",,,AU
rel:ba10e9267f3c49c1,ent:bfc75cb5740b24df,INVOLVES,ent:410a3d712c316268,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Embrace circular initiatives such as hubs for upcycling, reuse, repairing and sharing.",,,AU
rel:7f3abd3892003cb3,ent:0ece5959bb5ac790,INVOLVES,ent:6fed3caaeebbc977,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Champion adaptation and flexibility.,154.0,190.0,AU
rel:1a4b70d7cf0c4b10,ent:0ece5959bb5ac790,REQUIRES,ent:ebf24303b55a7a7f,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Champion adaptation and flexibility.,154.0,190.0,AU
rel:424478be8caef18d,ent:0ece5959bb5ac790,INVOLVES,ent:1b2bd51e9580a85a,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Adopt strategies to minimise operational waste.,193.0,240.0,AU
rel:014859834a10d747,ent:cadcfdcc286ebf0b,INVOLVES,ent:2641a146911ad4e3,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Request detailed information from designers and/or asset managers on products, materials, and building design.",,,AU
rel:81e31979c17b1871,ent:cadcfdcc286ebf0b,INVOLVES,ent:3097f78ae7a7137b,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Request detailed information from designers and/or asset managers on products, materials, and building design.",,,AU
rel:55bd7eb9968e422d,ent:2641a146911ad4e3,INVOLVES,ent:3d4bf096fda0ddd2,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Request detailed information from designers and/or asset managers on products, materials, and building design.",,,AU
rel:bac7373d22c13f0c,ent:3097f78ae7a7137b,INVOLVES,ent:3d4bf096fda0ddd2,48.What-Works-3-For-circular-design-in-the-built-environment::c90::4263448e94af8683,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Request detailed information from designers and/or asset managers on products, materials, and building design.",,,AU
rel:553c4f7e6decc0e2,ent:36fc5d63fbebb69c,INVOLVES,ent:093abe0c518d2803,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Operational stakeholders have opportunities to utilise the design effectively and keep materials in use as long as possible,,,AU
rel:d7ecabd075b96edf,ent:36fc5d63fbebb69c,INVOLVES,ent:2dafffbb9dba9256,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Operational stakeholders have opportunities to utilise the design effectively and keep materials in use as long as possible through actions such as avoidance,,,AU
rel:8a1e94ef5b8ecdbb,ent:cadcfdcc286ebf0b,INVOLVES,ent:e5c74656c2ff4fbf,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,End of service stakeholders have opportunities to responsibly disassemble and/or handle materials at the end of their current use,,,AU
rel:04f5e57738b7ccfa,ent:e5c74656c2ff4fbf,ENABLES,ent:093abe0c518d2803,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"responsibly disassemble and/or handle materials at the end of their current use, so that they may be directly kept in use",,,AU
rel:3cc9aaff05161632,ent:9ef37732ce4aa7f5,APPLIES_IN,ent:4bb669ee9eaae6a5,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Circl Pavillion – The Netherlands. Circl Pavilion in Amsterdam's Zuidas district,,,AU
rel:f6343f8e7fa6796b,ent:9ef37732ce4aa7f5,INVOLVES,ent:7f48f533ca19400e,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,it pioneers a concept of designing for disassembly. Every aspect of Circl's creation revolves around this principle,,,AU
rel:eef8ef259037a3ce,ent:7f48f533ca19400e,INVOLVES,ent:ee339dd6fa23ac18,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"Every aspect of Circl's creation revolves around this principle, from materials selection to construction methods",,,AU
rel:5925b714287939a1,ent:2dafffbb9dba9256,ENABLES,ent:093abe0c518d2803,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"keep materials in use as long as possible through actions such as avoidance, reuse and repair",,,AU
rel:6432746f2731d889,ent:7e3c40d0292dad51,REFERENCES,ent:9ef37732ce4aa7f5,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Circl Pavilion in Amsterdam's Zuidas district embodies a radical shift in construction philosophy,,,AU
rel:7c8b0c02d0f1fff0,ent:7e3c40d0292dad51,REFERENCES,ent:f8e0d38189876aae,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Learn more about the Arden precinct here,464.0,504.0,AU
rel:8e35fc7293c76248,ent:dfb3ea363d7bfda4,REQUIRES,ent:e5c74656c2ff4fbf,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,design philosophy that allows for the systematic dismantling of a product or structure at the end of its life,,,AU
rel:094aad0c3eebb4f2,ent:dfb3ea363d7bfda4,ENABLES,ent:94a8364620db5d58,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,promotes effective value retention through the possibilities of reuse or recycling,,,AU
rel:c2934f66f975aaad,ent:dfb3ea363d7bfda4,REQUIRES,ent:40394bcd273bff24,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,Circular Economy Principles: Design out waste and pollution & keep products and material in use at highest value,,,AU
rel:3299b479ce9f77ca,ent:dfb3ea363d7bfda4,REQUIRES,ent:794df9a4e86b8325,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,Circular Economy Principles: Design out waste and pollution & keep products and material in use at highest value,,,AU
rel:ee76623c40aa7008,ent:60724ce9418af755,INVOLVES,ent:00a118d4f22f6016,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,Work with the supply chain to incorporate 'product as a service' options where possible,,,AU
rel:bea7a304cc6dd213,ent:60724ce9418af755,APPLIES_TO,ent:a7e7326b30dca582,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,incorporate 'product as a service' options where possible (for example plant and equipment),,,AU
rel:069b32a1058386d8,ent:e5c74656c2ff4fbf,ENABLES,ent:94a8364620db5d58,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,Plan for end-of-life disassembly to maximise reuse and recycling from the outset,1091.0,1171.0,AU
rel:ac278ab08cbb5cbd,ent:e789d138e26865a6,ENABLES,ent:e5c74656c2ff4fbf,48.What-Works-3-For-circular-design-in-the-built-environment::c56::eff0a68c8462f65b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,20.0,keep,1.0,"Specify materials and products that are easy to disassemble e.g., modular",1175.0,1248.0,AU
rel:d4b047791b4ffc12,ent:8b6c80869d8bca6b,INVOLVES,ent:f2a0b6bc434416e7,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The IS Rating Scheme assesses the planning, design and construction of infrastructure projects",54.0,148.0,AU
rel:69810dc0ae3f6f9f,ent:8b6c80869d8bca6b,INVOLVES,ent:4524d69698dba12a,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The IS Rating Scheme assesses the planning, design and construction of infrastructure projects",54.0,148.0,AU
rel:d843e3bd5999de15,ent:7651ac146f2302c2,ENABLES,ent:0aea1034991c984f,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,The IS Design/As-Built provides the most comprehensive approach to embedding sustainability into infrastructure projects,,,AU
rel:74e7af7316b30169,ent:b439244f7cfa3b24,PRODUCES,ent:0aea1034991c984f,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"the IS Essentials rating also providing an option to identify, measure and deliver economic, social and environmental sustainability outcomes",,,AU
rel:5c0bf3dd0d36669b,ent:b439244f7cfa3b24,INVOLVES,ent:4524d69698dba12a,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"deliver economic, social and environmental sustainability outcomes in the design and construction phases",,,AU
rel:f14a320696fb2465,ent:861dbdab7751f82e,ISSUED_BY,ent:542f91819a4a12c5,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The Living Building Challenge (LBC), developed by the International Living Future Institute",645.0,736.0,AU
rel:d90878f46a5bcb60,ent:861dbdab7751f82e,REQUIRES,ent:c5bb7b737b57c7f0,48.What-Works-3-For-circular-design-in-the-built-environment::c83::bbb874e090fab487,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,integrates circular economy principles as part of its rigorous regenerative design framework,,,AU
rel:1b2b938851b99244,ent:ae3de241f707dae1,APPLIES_IN,ent:f1c1ce4ea654af18,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The Victorian built environment services sector, including architecture, engineering, and construction firms, has a critical role to play if Victoria is to achieve",,,AU
rel:ae2eb104ed9cf371,ent:ae3de241f707dae1,INVOLVES,ent:9fd2c44aa3bd7bc1,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The Victorian built environment services sector, including architecture, engineering, and construction firms",76.0,184.0,AU
rel:4de29cbd337f6237,ent:29fe0828e46fe7fe,APPLIES_IN,ent:f1c1ce4ea654af18,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"within Victoria's circular economy plan, Recycling Victoria: A new economy",,,AU
rel:7f08371bc7e72122,ent:5fcfd72b43b25598,ENABLES,ent:8782e659d2535a23,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Critical to the success of this transition will be mainstream application of circular design principles,,,AU
rel:b674593b31553597,ent:ae3de241f707dae1,AFFECTS,ent:8782e659d2535a23,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,"The Victorian built environment services sector, including architecture, engineering, and construction firms, has a critical role to play if Victoria is to achieve a circular economy",,,AU
rel:904d052be4b0fdb9,ent:8782e659d2535a23,APPLIES_IN,ent:f1c1ce4ea654af18,48.What-Works-3-For-circular-design-in-the-built-environment::c16::d7cae2976817e93d,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,if Victoria is to achieve a circular economy as envisaged within Victoria's circular economy plan,,,AU
rel:e968bbf7342d4df4,ent:11fa07dfd64e4afc,ENABLES,ent:2c362a11e9657d3a,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,having funded a waste reducing prefabrication project,,,AU
rel:b933cda84ad239bd,ent:11fa07dfd64e4afc,ENABLES,ent:44cba6563a1eddbd,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,"funded a waste reducing prefabrication project, and a project on circular modular housing system",,,AU
rel:759dc5e02817b756,ent:11fa07dfd64e4afc,ISSUED_BY,ent:7e3c40d0292dad51,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,the Centre has produced a range of support material which can be found here,,,AU
rel:64caa6a4f3cbd7f6,ent:db3ea4c85a611696,ISSUED_BY,ent:06beb5a067f1fcf6,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,This annual report produced by Recycling Victoria provides Victorian specific construction and demolition sector performance,,,AU
rel:c181619b3fc82492,ent:db3ea4c85a611696,APPLIES_IN,ent:f1c1ce4ea654af18,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,provides Victorian specific construction and demolition sector performance and material stream data and insights,,,AU
rel:2d7d66e494bb8319,ent:db3ea4c85a611696,INVOLVES,ent:d948e6c3294a579f,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,Victorian specific construction and demolition sector performance and material stream data and insights,,,AU
rel:46076e12cab17b15,ent:f1c1ce4ea654af18,APPLIES_IN,ent:2ca69d28fbcb6e45,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,Victoria is the first state or territory to report against new circular economy measures under Australia's Circular Economy Framework,,,AU
rel:83b373dd179fb108,ent:db3ea4c85a611696,REFERENCES,ent:769e9ba3b705c155,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,Victoria is the first state or territory to report against new circular economy measures under Australia's Circular Economy Framework,,,AU
rel:a2dc9df273169f7e,ent:06beb5a067f1fcf6,APPLIES_IN,ent:f1c1ce4ea654af18,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,maybe,0.6,This annual report produced by Recycling Victoria provides Victorian specific construction and demolition sector performance,,,AU
rel:8410350298f0ee1c,ent:942fbdcc9cbdc409,ENABLES,ent:60724ce9418af755,48.What-Works-3-For-circular-design-in-the-built-environment::c15::f946275342d5b4d6,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,6.0,maybe,0.6,"Promote more efficient business models that encourage intense and efficient product use, such as sharing products between multiple users, or supplying a product as a service",,,AU
rel:45f1979270332efd,ent:60724ce9418af755,INVOLVES,ent:668bafd32a93d7b7,48.What-Works-3-For-circular-design-in-the-built-environment::c15::f946275342d5b4d6,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,6.0,maybe,0.6,"supplying a product as a service that includes maintenance, repair and disposal.",,,AU
rel:6cea0fd7889a397f,ent:ae3de241f707dae1,INVOLVES,ent:9fd2c44aa3bd7bc1,48.What-Works-3-For-circular-design-in-the-built-environment::c15::f946275342d5b4d6,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,6.0,maybe,0.6,"The Victorian built environment services sector, including architecture, engineering, and construction firms",1279.0,1387.0,AU
rel:262f99f39ce6ae26,ent:ad8bdcbaa8cfe703,ENABLES,ent:2641a146911ad4e3,48.What-Works-3-For-circular-design-in-the-built-environment::c79::16cffd2f6f920c8c,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,to building designers and developers to innovate to create higher rating buildings,0.0,82.0,AU
rel:36b95cdeb4a01a87,ent:ad8bdcbaa8cfe703,ENABLES,ent:1c809a482153d032,48.What-Works-3-For-circular-design-in-the-built-environment::c79::16cffd2f6f920c8c,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,to building designers and developers to innovate to create higher rating buildings,0.0,82.0,AU
rel:61fefe75c5773f5d,ent:2641a146911ad4e3,PRODUCES,ent:574650ab0ef452bf,48.What-Works-3-For-circular-design-in-the-built-environment::c79::16cffd2f6f920c8c,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,building designers and developers to innovate to create higher rating buildings,3.0,82.0,AU
rel:dc1820aa21353bf7,ent:1c809a482153d032,PRODUCES,ent:574650ab0ef452bf,48.What-Works-3-For-circular-design-in-the-built-environment::c79::16cffd2f6f920c8c,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,building designers and developers to innovate to create higher rating buildings,3.0,82.0,AU
rel:54efcae0ecabc924,ent:7e3c40d0292dad51,REFERENCES,ent:ad8bdcbaa8cfe703,48.What-Works-3-For-circular-design-in-the-built-environment::c79::16cffd2f6f920c8c,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,maybe,0.6,Three prominent ratings tools that incorporate circular principles are outlined in What Works Circular Design in the Built Environment,,,AU
rel:492d504f630fa1c4,ent:e5c74656c2ff4fbf,REQUIRES,ent:3b36a7d0a8eba371,48.What-Works-3-For-circular-design-in-the-built-environment::c57::8f0b96ed1cf5927b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,keep,1.0,"Specify materials and products that are easy to disassemble e.g., modular.",2.0,76.0,AU
rel:390c438c1dea9ec6,ent:b07569975e51d411,BARRIERS,ent:e5c74656c2ff4fbf,48.What-Works-3-For-circular-design-in-the-built-environment::c57::8f0b96ed1cf5927b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,keep,1.0,Avoid use of composite materials that are difficult or harmful to disassemble.,154.0,232.0,AU
rel:dcea0a39b9bd587c,ent:60724ce9418af755,ENABLES,ent:00a9eed205ea8eae,48.What-Works-3-For-circular-design-in-the-built-environment::c57::8f0b96ed1cf5927b,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,keep,1.0,Product as a service business models can increase the likelihood of materials or components being recovered,,,AU
